Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,192604,0.73,59.8,1.88,1.88,2.18,1.88,20,176,0.65,1.69,1.21,0.51,0.83,0.67,-0.54,45.7,73.8
5,192605,1.85,70.1,2.17,2.17,1.46,2.17,173,15,0.96,0.94,1.66,1,0.76,0.71,-0.32,55,85.2
5,192606,1.23,78,1.75,1.75,-0.59,1.42,390,0,-0.13,0.44,0.5,0.96,0.78,0.92,-0.11,63.2,92.8
5,192607,2.68,77.9,2.29,2.29,2.15,2.29,400,0,0.79,0.43,0.76,1.15,0.75,0.93,0.03,64.2,91.7
5,192608,1.85,77.3,2.1,2.1,0.15,2.1,381,0,0.19,0.57,0.34,1.22,0.85,0.71,0.17,62.9,91.7
5,192609,1.99,75.5,1.7,1.7,-0.54,1.39,315,0,0.29,0.2,0.41,0.52,0.81,0.73,0.34,61.5,89.5
5,192610,2.85,66,2.42,2.42,2.67,2.42,91,60,1.34,0.91,0.75,0.94,1.16,0.92,0.62,53.4,78.7
5,192611,0.37,52.3,2.06,2.06,-0.32,1.86,0,381,-0.09,1.09,0.79,0.68,1.21,0.97,0.68,36.6,68.1
5,192612,1.44,44.5,2.61,2.61,2.27,2.61,0,636,1.63,0.99,1.53,1.07,1.08,1.25,0.8,32,56.9
5,192701,0.08,47.6,-0.32,2.02,-0.96,1.55,0,539,-0.89,0.89,0.51,0.8,0.96,1.18,0.82,31.4,63.9
5,192702,0.42,53.5,-0.47,1.63,-0.54,0.88,0,326,0.28,-0.42,0.69,0.87,0.8,1.26,0.93,39.3,67.6
5,192703,0.48,54.5,-0.5,1.38,-0.24,0.51,6,332,0.59,0.38,-0.13,1.08,0.92,0.95,1.02,38.1,70.9
5,192704,0.27,66.2,-0.88,0.81,-1.31,-0.59,97,61,-0.27,0.1,0.08,0.29,0.68,0.86,0.94,48.2,84.3
5,192705,0.21,76.2,-1.9,-1.9,-3.33,-1.9,347,0,-1.45,-1.48,-0.97,-0.13,0.43,0.48,0.67,59.2,93.2
5,192706,0.61,78.8,-2.43,-2.43,-2.17,-2.43,414,0,-1.09,-1.54,-1.55,-1.37,0.11,0.32,0.72,64,93.6
5,192707,1.81,79.9,-2.18,-2.18,-0.02,-2.13,462,0,0.04,-0.79,-1.28,-1.08,-0.62,0.08,0.61,65.1,94.7
5,192708,0.95,80.6,-2.71,-2.71,-2.26,-2.71,484,0,-0.87,-0.63,-1.19,-1.43,-0.94,-0.17,0.28,65.3,95.9
5,192709,2.49,73.6,-2.26,-2.26,0.53,-1.97,263,0,0.59,0,-0.14,-0.92,-0.91,-0.08,0.43,60.6,86.7
5,192710,0.5,64.5,-2.59,-2.59,-1.7,-2.59,67,83,-0.65,0.08,-0.36,-1.09,-1.02,-0.75,0.15,47.8,81.2
5,192711,0,58.5,-3.01,-3.01,-2.05,-3.01,18,213,-0.97,-1.14,-0.22,-0.94,-1.21,-0.89,0.11,41,75.9
5,192712,1,40.8,-2.19,-2.19,1.5,-1.52,0,750,1.11,0.15,-0.51,-0.42,-1.04,-1.03,0.17,28.7,52.8
5,192801,0.09,44.9,-2.24,-2.24,-0.8,-1.84,0,623,-0.83,0.41,-0.3,-0.52,-1.12,-1.06,0.08,27.6,62.2
5,192802,0.34,46.7,-1.97,-1.97,0.09,-1.48,0,512,0.11,-0.56,0.21,-0.19,-0.86,-1.1,0.17,31.4,62
5,192803,0.03,58,-2.2,-2.2,-1.29,-2.16,17,234,-1.27,-0.52,-0.94,-0.89,-0.69,-1.26,-0.19,40.5,75.5
5,192804,0.26,61.2,-2.26,-2.26,-0.85,-2.26,30,144,-0.3,-0.88,-0.67,-0.63,-0.74,-1.32,-0.29,43.6,78.7
5,192805,1.76,71.4,-1.67,-1.67,1.06,-1.14,208,9,0.87,0.5,0.21,0.21,-0.11,-0.71,-0.26,56.2,86.7
5,192806,0.72,80.7,-2.26,-2.26,-2.27,-2.26,471,0,-0.89,-0.01,-0.21,-0.6,-0.73,-0.68,-0.37,65,96.4
5,192807,3.04,79.8,0.88,-1.14,2.64,0.09,459,0,1.05,0.32,0.62,0.17,0.03,-0.25,-0.28,65.6,93.9
5,192808,4.24,77,2.47,2.47,5.03,2.47,372,0,1.83,1.89,1.48,1.15,1.03,0.58,0.18,64.8,89.1
5,192809,1.84,70.6,-0.04,2.17,-0.12,2.06,182,14,0.19,1.12,1.36,1.01,0.67,0.39,0.19,57.3,83.9
5,192810,0.78,65.5,-0.47,1.52,-1.29,0.78,83,67,-0.28,-0.13,0.81,0.92,0.63,0.49,-0.18,50.8,80.3
5,192811,0.77,49.6,-0.15,1.63,0.82,1.2,0,462,0.59,-0.07,-0.01,0.8,0.72,0.68,-0.12,35.4,63.7
5,192812,0.26,44.7,-0.32,1.27,-0.57,0.56,0,629,-0.23,0.18,-0.25,1,0.75,0.49,-0.39,28.9,60.5
5,192901,0.01,44.9,-0.76,0.68,-1.4,-0.61,0,623,-1.7,-1.06,-0.36,0.58,0.72,0.47,-0.42,27.8,62.1
5,192902,0.56,44.3,-0.53,0.75,0.44,-0.32,0,580,0.54,-0.3,-0.5,-0.29,0.61,0.54,-0.39,27.5,61.1
5,192903,0.86,54.5,-0.13,1.02,1.05,0.33,6,332,1.21,0.96,0.36,-0.11,0.97,0.74,-0.34,38.2,70.8
5,192904,0.51,65.3,-0.32,0.72,-0.61,-0.16,83,74,0.29,0.8,0.75,0.24,0.7,0.82,-0.32,48.8,81.7
5,192905,1.4,69.7,-0.13,0.79,0.45,0.07,163,17,0.5,0.41,0.73,0.28,0.07,0.75,-0.05,54.2,85.1
5,192906,1.53,79.8,-0.16,0.67,-0.13,-0.07,444,0,0.23,0.33,0.27,0.32,0.09,0.93,0.11,63.3,96.3
5,192907,1.58,78.4,-0.25,-0.25,-0.29,-0.25,415,0,-0.2,-0.19,0,0.31,0.12,0.55,0.08,64.6,92.3
5,192908,0.98,78,-0.79,-0.79,-1.72,-0.79,403,0,-0.82,-0.8,-0.68,-0.15,-0.3,-0.28,0.11,62.9,93.2
5,192909,2.04,73,-0.75,-0.75,-0.11,-0.75,246,6,0.32,-0.24,-0.45,-0.27,-0.18,-0.27,0.07,58.3,87.6
5,192910,2.49,62.8,0.81,0.81,2.42,0.81,44,112,1.12,0.78,0.32,0.2,0.34,0.2,0.41,49.2,76.3
5,192911,0.2,46.9,-0.04,-0.04,-0.11,0.68,0,543,-0.45,0.77,0.6,-0.03,0.22,0.05,0.45,31,62.8
5,192912,0.25,45.3,-0.26,-0.26,-0.67,0.39,0,611,-0.26,-0.63,0.56,-0.12,0,0.05,0.22,28.6,61.9
5,193001,0.27,39.5,-0.35,-0.35,-0.35,-0.35,0,791,-0.11,-0.47,-0.75,-0.01,-0.06,0.1,0.24,23.9,55
5,193002,0.04,52.4,-0.87,-0.87,-1.68,-0.87,0,353,-1,-0.82,-0.9,0.19,-0.27,-0.02,0.22,34.1,70.6
5,193003,0.28,51.8,-0.93,-0.93,-0.45,-0.93,0,409,0.12,-0.65,-0.7,0.05,-0.35,-0.21,0.25,35.6,68
5,193004,1.08,66.6,-0.58,-0.58,0.77,-0.58,103,55,1.09,0.79,0.31,-0.31,0.03,-0.02,0.4,50.1,83.1
5,193005,1.07,70,-0.65,-0.65,-0.38,-0.65,170,15,0.11,0.61,0.5,-0.08,0.31,-0.07,0.32,54.5,85.6
5,193006,1.7,77.5,-0.38,-0.38,0.6,-0.38,375,0,0.42,0.21,0.53,0.1,0.35,-0.03,0.5,62.4,92.5
5,193007,0.91,78.9,-0.94,-0.94,-1.81,-0.94,431,0,-1.1,-0.62,-0.54,-0.36,-0.57,-0.21,0.11,64.3,93.5
5,193008,1.46,78.5,-1.12,-1.12,-0.82,-1.12,418,0,-0.21,-0.97,-0.69,-0.32,-0.57,-0.09,-0.38,63.4,93.6
5,193009,0.45,75.5,-2.01,-2.01,-3.03,-2.01,315,0,-1.41,-1.04,-1.44,-0.79,-0.93,-0.58,-0.62,58.8,92.3
5,193010,2.57,63.5,0.83,-0.98,2.48,0.23,53,99,1.17,0.1,-0.11,-0.45,-0.39,-0.55,-0.26,51.2,75.7
5,193011,1.04,49.7,1.3,1.3,1.68,1.3,0,459,0.96,1.31,0.31,-0.27,-0.08,-0.31,-0.23,37,62.4
5,193012,0.53,40.9,1.34,1.34,0.52,1.34,0,747,0.38,0.76,1.26,-0.34,-0.06,-0.23,-0.25,26.8,55
5,193101,1.33,42.9,1.93,1.93,2.19,1.93,0,685,1.51,1.22,1.32,0.41,0.03,0.04,-0.03,29.4,56.4
5,193102,1.21,48.4,2.49,2.49,2.27,2.49,0,465,1.39,1.77,1.55,0.87,0.31,0.38,0.11,35.8,61
5,193103,0.47,51.3,2.89,2.89,1.97,2.89,0,425,0.57,1.19,1.56,1.72,0.27,0.41,0.02,34.3,68.3
5,193104,2.39,59.3,4.77,4.77,6.54,4.77,17,188,2.19,1.83,1.95,1.96,1.13,0.77,0.36,44.1,74.6
5,193105,1.34,68.4,5.22,5.22,2.81,5.22,132,27,0.44,1.67,1.53,1.78,1.29,0.85,0.39,52.6,84.1
5,193106,1.2,78.1,4.98,4.98,0.9,4.98,393,0,-0.17,0.03,1.17,1.61,1.76,0.73,0.33,62.2,94
5,193107,1.63,79.1,4.53,4.53,0.2,4.53,437,0,-0.15,-0.43,-0.21,1.09,1.35,0.84,0.34,64.9,93.3
5,193108,1.58,77.3,3.97,3.97,-0.29,3.81,381,0,-0.08,-0.28,-0.47,0.59,1.1,0.86,0.46,61.9,92.7
5,193109,0.4,78.5,2.39,2.39,-3.51,0.84,405,0,-1.55,-0.97,-0.97,-0.09,0.45,0.85,0.21,64.2,92.7
5,193110,0.47,68.3,1.38,1.38,-2.31,-1,134,31,-0.69,-1.72,-1.25,-1.06,-0.03,0.36,-0.15,52.7,83.9
5,193111,0.74,54.1,1.33,1.33,0.3,-0.82,0,332,0.55,-0.37,-1.21,-1.08,-0.19,0.29,-0.06,39.4,68.8
5,193112,1.65,43,2.16,2.16,2.91,1.03,0,682,1.85,1.48,0.5,-0.53,0.12,0.56,0.09,30.4,55.5
5,193201,0.32,43.5,1.9,1.9,-0.14,0.73,0,666,0.02,1.32,1.18,-0.46,-0.52,0.3,0.09,28.4,58.7
5,193202,1.95,52.4,2.97,2.97,3.8,2.85,0,353,2.07,1.56,2.08,0.29,-0.09,0.51,0.47,38,66.9
5,193203,0.38,50.6,3.23,3.23,1.72,3.23,0,446,0.38,1.7,1.33,1.02,-0.01,0.47,0.47,34.3,66.9
5,193204,0.23,64.5,3.06,3.06,0.48,3.06,71,86,-0.4,-0.12,1.17,1.34,0.06,-0.09,0.31,47,82.1
5,193205,2.09,70.5,3.71,3.71,2.88,3.71,183,13,1.18,0.75,0.69,1.56,0.47,0.16,0.55,55.5,85.5
5,193206,1.02,78.9,3.24,3.24,-0.25,3.08,417,0,-0.41,0.46,0.2,0.83,0.84,0.1,0.42,63.1,94.6
5,193207,1.43,79.9,2.71,2.71,-0.59,2.27,462,0,-0.37,-0.76,0.02,0.6,0.94,0.04,0.51,65.4,94.4
5,193208,4.17,78.5,4,4,4.71,4,418,0,1.79,1.14,0.8,0.87,1.55,0.66,1,65.1,91.8
5,193209,6.65,68.7,6.23,6.23,7.9,6.23,137,26,2.18,2.47,2.31,2.08,2.17,2.03,1.95,57.4,79.9
5,193210,0.61,60.2,5.7,5.7,0.35,5.7,19,168,-0.49,1.7,2.08,1.85,1.95,2.04,1.62,45.5,74.8
5,193211,0,50.1,4.87,4.87,-0.73,4.54,0,447,-0.97,-1,1.48,1.52,1.47,1.91,1.5,32.5,67.8
5,193212,1.18,40.7,5.08,5.08,2.14,5.08,0,753,1.34,0.36,-0.26,1.86,1.64,1.77,1.61,27.2,54.3
5,193301,0.08,46,-0.22,4.34,-0.66,4.03,0,589,-0.89,0.61,-0.11,1.92,1.68,1.8,1.43,30.4,61.7
5,193302,0.36,45.1,-0.07,4.02,0.38,3.8,0,557,0.16,-0.54,0.4,1.41,1.46,1.44,1.29,27.7,62.5
5,193303,0.01,56.9,-0.11,3.55,-0.15,3.23,13,264,-1.84,-0.52,-0.96,-0.71,1.53,1.38,1.22,39.6,74.2
5,193304,0.07,61.1,-0.19,3.1,-0.26,2.62,30,147,-1.39,-3.09,-1.11,-0.65,1.52,1.35,0.8,43,79.1
5,193305,0.3,70.4,-0.55,2.4,-1.14,1.46,181,13,-1.21,-1.76,-2.54,-0.82,0.76,0.95,0.64,52.7,88
5,193306,0.91,78,-0.7,1.95,-0.61,0.78,390,0,-0.58,-1.13,-1.37,-1.64,-1.33,0.93,0.58,62.8,93.3
5,193307,1.24,80.2,-1.01,1.36,-1.17,-0.2,471,0,-0.61,-1.04,-1.41,-1.65,-1.4,0.83,0.51,65.6,94.8
5,193308,1.97,78.2,-0.81,1.32,0.29,-0.09,409,0,0.3,-0.28,-0.66,-1.34,-1.01,0.32,0.59,64.9,91.6
5,193309,1.16,76.7,-1.41,-1.41,-2.05,-1.41,351,0,-0.36,-0.18,-0.56,-1.2,-1.37,-1.27,0.74,63.7,89.6
5,193310,1.07,65.7,-1.52,-1.52,-0.76,-1.52,86,64,0.03,-0.37,-0.24,-1.05,-1.27,-1.17,0.82,50.7,80.6
5,193311,0.12,53.8,-1.76,-1.76,-1.19,-1.76,0,340,-0.65,-0.39,-0.62,-0.9,-1.4,-1.15,0.73,37.3,70.3
5,193312,0.02,49.8,-2.15,-2.15,-1.72,-2.15,0,471,-1.16,-1.22,-0.77,-0.89,-1.42,-1.58,0.35,31.5,68
5,193401,0.3,43.7,-2.13,-2.13,-0.61,-2.13,0,660,-0.03,-0.92,-1.15,-0.7,-1.34,-1.53,0.35,26.5,60.9
5,193402,0.06,50.1,-2.39,-2.39,-1.43,-2.39,0,417,-0.86,-0.7,-1.22,-1.12,-1.24,-1.69,0.04,32.9,67.4
5,193403,0.31,54.4,-2.37,-2.37,-0.67,-2.37,6,335,0.2,-0.52,-0.56,-0.94,-1.07,-1.54,0.01,35.3,73.5
5,193404,0.64,65.9,-2.23,-2.23,-0.32,-2.23,92,65,0.51,0.36,-0.11,-0.88,-0.74,-1.4,0.08,49.6,82.2
5,193405,0.86,73.9,-2.48,-2.48,-1.45,-2.48,279,0,-0.17,0.02,0.01,-0.66,-0.92,-1.18,-0.11,56.9,90.9
5,193406,0.96,81.8,-2.84,-2.84,-1.83,-2.84,504,0,-0.5,-0.56,-0.41,-0.64,-0.9,-1.15,-0.13,66,97.7
5,193407,0.77,81.2,-3.39,-3.39,-2.53,-3.39,502,0,-1.35,-1.46,-1.31,-1.2,-1.46,-1.19,-0.23,66.2,96.2
5,193408,1.15,80.8,-3.66,-3.66,-1.88,-3.66,490,0,-0.58,-1.43,-1.56,-1.23,-1.56,-1.46,-0.77,66.7,94.9
5,193409,0.3,74.8,-4.34,-4.34,-3.17,-4.34,297,0,-1.92,-1.51,-1.85,-1.61,-1.67,-1.71,-2.2,59.6,89.9
5,193410,0.16,68.4,-4.88,-4.88,-2.94,-4.88,136,30,-1.25,-2.78,-1.99,-2.29,-2.1,-2.21,-2.31,51.7,85.1
5,193411,0.17,54.9,-4.77,-4.77,-1.19,-4.77,6,309,-0.53,-1.37,-2.7,-2.25,-2.11,-2.24,-2.29,39.4,70.3
5,193412,0.12,46.8,-4.66,-4.66,-1.14,-4.66,0,564,-0.68,-0.91,-1.58,-2.33,-2.17,-2.23,-1.97,31.7,62
5,193501,0.16,48.9,-4.68,-4.68,-1.51,-4.68,0,499,-0.48,-1.03,-1.14,-2.37,-2.43,-2.28,-1.99,32.3,65.4
5,193502,0.67,47.6,-4.08,-4.08,0.36,-3.89,0,487,0.72,0.11,-0.34,-2.07,-2.47,-2.11,-2.07,32.1,63
5,193503,0.06,59.3,-4.24,-4.24,-1.74,-4.24,25,201,-0.89,0.15,-0.24,-1.33,-2.38,-2.14,-2.03,42.9,75.7
5,193504,0.28,65.5,-4.22,-4.22,-1.24,-4.22,86,71,-0.24,-0.71,-0.11,-0.87,-2.4,-2.6,-2.03,49.2,81.8
5,193505,1.42,69.2,-3.59,-3.59,0.57,-3.32,150,20,0.53,0.22,-0.04,-0.26,-1.6,-2.59,-1.97,54.1,84.3
5,193506,2.01,78.3,-2.81,-2.81,1.23,-2.01,399,0,0.73,0.68,0.44,0.18,-0.57,-1.81,-1.75,63.5,93.2
5,193507,1.09,78.9,-3,-3,-1.42,-2.69,431,0,-0.82,-0.2,0.01,-0.13,-0.49,-1.44,-1.74,65.4,92.3
5,193508,1.56,80.2,-3.01,-3.01,-0.97,-3.01,471,0,-0.1,-0.72,-0.31,-0.36,-0.44,-1.25,-1.82,66,94.3
5,193509,2.53,69.2,-2.31,-2.31,1.17,-1.77,148,22,0.61,0.32,-0.17,0.03,-0.08,-0.57,-1.63,56.7,81.7
5,193510,1.23,65.3,-2.2,-2.2,-0.39,-1.77,79,70,0.19,0.46,0.25,0.14,0.02,-0.25,-1.58,51,79.7
5,193511,0.52,53.1,-2.02,-2.02,-0.14,-1.59,0,361,0.19,0.1,0.41,0.02,-0.04,-0.16,-1.51,38.5,67.7
5,193512,0.57,43.7,-1.73,-1.73,0.24,-1.16,0,660,0.46,0.25,0.14,-0.14,0.06,-0.03,-1.21,30.4,56.9
5,193601,0.38,43.3,-1.62,-1.62,-0.18,-1.07,0,673,0.16,0.22,0.11,0.2,0.11,0,-1.23,26.6,60
5,193602,0.04,48.6,-1.8,-1.8,-1.05,-1.57,0,459,-1,-0.58,-0.29,0.18,-0.09,-0.15,-1.29,31.3,65.8
5,193603,0.65,56.6,-1.65,-1.65,-0.09,-1.39,12,272,0.9,0.09,-0.02,-0.03,-0.19,-0.01,-1.23,41.3,71.9
5,193604,0.21,63.6,-1.88,-1.88,-1.23,-1.88,58,100,-0.47,0.25,-0.25,-0.14,0.05,0,-1.34,46.5,80.8
5,193605,2.57,71.1,1.01,-0.68,3.03,0.82,199,10,1.57,1.08,1.13,0.69,0.6,0.36,-1.05,57.1,85.1
5,193606,1.04,79.9,-0.44,-1.05,-1.31,-0.18,447,0,-0.39,0.81,0.51,0.33,0.29,0.08,-1.05,64.2,95.6
5,193607,1.59,79,-0.51,-1.06,-0.36,-0.33,434,0,-0.19,-0.6,0.43,0.15,0.16,0.21,-0.85,65.3,92.6
5,193608,1.2,78.8,-0.92,-1.42,-1.39,-1.16,428,0,-0.52,-0.61,-0.86,0.03,-0.08,0.11,-0.82,64.7,92.8
5,193609,4.23,71.5,1.21,1.21,3.62,1.21,205,10,1.38,0.88,0.61,0.68,0.56,0.49,-0.05,59.8,83.2
5,193610,0.71,60.7,0.94,0.94,-0.43,0.58,23,156,-0.37,0.94,0.56,0.61,0.42,0.39,0.05,46.7,74.6
5,193611,0.83,48.9,1.19,1.19,1.03,1.19,0,483,0.68,-0.07,0.99,0.24,0.61,0.47,0.17,35.3,62.4
5,193612,0.21,45.7,-0.24,0.83,-0.71,0.28,0,598,-0.37,0.19,-0.3,0.31,0.46,0.37,0.08,31.2,60.2
5,193701,0.02,42.2,-0.59,-0.59,-1.13,-0.59,0,707,-1.49,-1.18,-0.33,0.35,0.43,0.27,0.05,27.1,57.3
5,193702,0.4,47.3,-0.62,-0.62,-0.26,-0.62,0,496,0.24,-0.58,-0.79,0.61,0.01,0.38,0.03,32.1,62.5
5,193703,0.58,51,-0.43,-0.43,0.38,-0.43,0,434,0.78,0.48,-0.1,-0.39,0.2,0.35,0.1,35.9,66.2
5,193704,0.33,64.7,-0.72,-0.72,-1.02,-0.72,74,83,-0.1,0.31,0.22,-0.14,0.32,0.41,0.11,47.4,82
5,193705,2.1,73.1,-0.11,-0.11,1.61,0.54,256,0,1.18,0.83,0.88,0.3,0.8,0.32,0.28,58,88.3
5,193706,0.97,79.3,-0.56,-0.56,-1.39,-0.56,429,0,-0.49,0.43,0.24,0.08,-0.11,0.29,0.08,64.4,94.2
5,193707,1.15,81.1,-1.07,-1.07,-1.7,-1.07,499,0,-0.73,-1.07,-0.18,-0.13,-0.23,0.17,0.1,67.1,95.1
5,193708,1.45,80.8,-1.38,-1.38,-1.27,-1.38,490,0,-0.22,-0.77,-1.04,-0.28,-0.51,0.22,0.1,66.7,95
5,193709,1.69,74,-1.51,-1.51,-0.82,-1.51,274,0,0.08,-0.17,-0.6,-0.4,-0.44,-0.51,-0.01,60.8,87.2
5,193710,1.39,64.7,0,-1.35,0.01,-1.27,70,79,0.33,0.13,-0.08,-0.23,-0.22,-0.31,0.02,50.5,78.9
5,193711,0.64,51.4,0.11,-1.11,0.33,-0.77,0,408,0.39,0.31,0.16,-0.58,-0.16,-0.37,0.03,36.5,66.2
5,193712,1.04,44.5,0.54,-0.56,1.31,0.53,0,636,1.17,0.87,0.64,-0.19,-0.07,-0.13,0.03,32.2,56.8
5,193801,1.23,45.5,1.08,1.08,1.81,1.08,0,604,1.4,1.57,1.33,0.43,0.22,0.18,0.16,31.9,59.2
5,193802,0.52,52.8,1.08,1.08,0.31,1.08,0,345,0.47,1.12,1.36,0.65,-0.04,0.23,0.28,38,67.5
5,193803,0.17,57.8,-0.09,0.87,-0.28,0.57,16,239,-0.25,0.09,0.8,0.79,0.05,0.1,0.18,41.3,74.4
5,193804,0.38,63.5,-0.25,0.62,-0.49,-0.11,57,102,0.02,-0.22,-0.03,0.78,0.32,0.15,0.2,46.8,80.2
5,193805,0.54,72.7,-0.81,-0.81,-1.76,-0.81,244,6,-0.7,-0.68,-0.78,0.43,0.27,-0.27,-0.13,56.6,88.7
5,193806,2.63,78.8,0.93,0.93,2.79,0.93,414,0,1.27,0.5,0.34,0.6,0.74,0.2,0.16,64.5,93.1
5,193807,3.53,77.7,2.19,2.19,4.08,2.19,394,0,1.37,1.92,1.3,0.89,1.22,0.75,0.52,65.1,90.2
5,193808,0.75,78.6,-0.75,1.22,-2.24,0.15,422,0,-1.21,0.42,0.95,0.34,0.82,0.59,0.46,64.9,92.3
5,193809,1.83,72.3,-0.79,0.98,-0.35,-0.24,226,7,0.18,-0.52,0.24,0.3,0.46,0.6,0.06,58.7,86
5,193810,0.91,66.2,-1.09,-1.09,-1.14,-1.09,94,57,-0.13,-0.06,-0.6,0.26,0.14,0.5,0.1,50.5,82
5,193811,0.04,50,-1.31,-1.31,-1.01,-1.31,0,450,-0.86,-0.62,-0.35,0.27,-0.02,0.36,-0.05,32.3,67.7
5,193812,0.45,45.1,-1.23,-1.23,-0.17,-1.23,0,617,0.22,-0.56,-0.59,-0.13,0.02,0.2,-0.09,29,61.3
5,193901,1.55,44.7,0.74,0.74,2.23,0.74,0,629,1.72,1.35,0.64,-0.3,0.38,0.27,0.16,30.1,59.4
5,193902,0.02,44.2,-0.16,-0.16,-0.47,0.51,0,582,-1.16,0.96,0.76,-0.02,0.46,0.16,0.13,27.2,61.2
5,193903,0.29,57.3,-0.07,-0.07,0.21,0.53,14,253,0.15,-0.67,0.75,-0.1,0.07,0.17,0.05,41.4,73.1
5,193904,0.27,64.4,-0.41,-0.41,-1.02,-0.41,69,87,-0.27,-0.2,-0.77,0.03,-0.54,0.17,0.03,47.5,81.4
5,193905,1.06,73.4,-0.63,-0.63,-0.79,-0.63,265,0,0.1,-0.16,-0.17,0.3,-0.13,0.35,-0.11,57,89.8
5,193906,1.06,81.1,-1.04,-1.04,-1.43,-1.04,483,0,-0.36,-0.3,-0.47,0,-0.32,-0.1,-0.11,65.1,97.1
5,193907,2.25,79.8,0.32,-0.61,0.95,0.18,459,0,0.44,-0.03,-0.09,-0.43,-0.07,-0.45,0.12,66.2,93.4
5,193908,2.32,76.6,0.69,0.69,1.2,0.69,360,0,0.6,0.59,0.27,0.02,0.3,-0.02,0.29,63,90.2
5,193909,0.52,74.6,-0.93,-0.93,-2.79,-0.93,291,0,-1.25,-0.35,-0.21,-0.48,-0.22,-0.42,0.12,59.5,89.6
5,193910,1.18,64.4,-0.95,-0.95,-0.36,-0.95,66,84,0.14,-0.77,-0.32,-0.36,-0.58,-0.34,0.08,49,79.7
5,193911,1.43,48.4,0.85,0.85,2.54,0.85,0,498,1.41,0.72,-0.15,-0.05,-0.14,0.05,0.22,35.5,61.4
5,193912,0.52,47.5,0.81,0.81,0.15,0.81,0,542,0.36,1.11,0.68,0.12,-0.12,0.07,0.03,31.6,63.4
5,194001,0.43,39.7,0.8,0.8,0.22,0.8,0,784,0.27,0.22,0.93,0.05,-0.06,-0.27,-0.12,24,55.5
5,194002,0.53,47.8,0.91,0.91,0.58,0.91,0,482,0.49,0.28,0.26,-0.1,0.01,-0.1,-0.09,32.2,63.3
5,194003,0.22,56.7,1,1,0.56,1,12,269,-0.07,0.18,0.11,0.46,0.08,-0.15,-0.11,39.8,73.5
5,194004,0.39,63.4,0.66,0.66,-0.73,0,55,103,0.05,-0.12,0.05,0.55,0,-0.09,-0.12,45.9,80.9
5,194005,2.26,71.1,1.35,1.35,2.29,1.35,199,10,1.32,0.99,0.8,0.66,0.23,0.29,0.25,55.6,86.5
5,194006,2.68,75.4,2.29,2.29,3.23,2.29,312,0,1.31,1.64,1.39,1.05,1.08,0.69,0.25,61.3,89.4
5,194007,0.97,79.5,-0.59,1.46,-1.77,0.62,450,0,-1,0.24,0.85,0.58,0.82,0.34,-0.21,65.3,93.7
5,194008,2.12,77,-0.28,1.56,0.74,0.99,372,0,0.43,-0.37,0.35,0.61,0.6,0.29,0.07,63.4,90.6
5,194009,0.47,73.2,-1.15,-1.15,-2.68,-1.15,251,5,-1.36,-0.51,-0.99,0.03,0.01,0.24,-0.15,58.4,88
5,194010,2.5,64,0.76,0.76,2.27,0.76,60,91,1.13,0.07,0.16,0.51,0.39,0.59,0.15,49.3,78.6
5,194011,1.28,50.2,1.36,1.36,2.04,1.36,0,444,1.25,1.41,0.4,0.38,0.58,0.56,0.36,36.3,64
5,194012,0.26,48.1,1.02,1.02,-0.6,0.59,0,524,-0.23,0.73,1.21,-0.1,0.55,0.48,0.22,34.1,62
5,194101,1.08,45.4,1.31,1.31,1.19,1.31,0,608,1.24,0.7,1.11,0.52,0.77,0.65,0.14,32.9,57.8
5,194102,0.87,48.8,1.63,1.63,1.37,1.63,0,454,1,1.3,0.92,0.64,0.61,0.74,0.32,36.1,61.4
5,194103,1.07,50.6,2.61,2.61,3.43,2.61,0,446,1.48,1.41,1.56,1.68,0.47,0.94,0.45,36,65.3
5,194104,2.1,61.3,4.37,4.37,6.1,4.37,31,142,1.99,2,1.93,1.86,1.2,1.35,0.8,46.6,75.9
5,194105,3.78,70.9,6.37,6.37,7.35,6.37,194,11,2.4,2.73,2.66,2.35,1.75,1.62,1.32,57.5,84.2
5,194106,2.83,74.5,7.17,7.17,4.37,7.17,285,0,1.43,2.54,3.01,2.86,2.65,1.66,1.68,60.8,88.2
5,194107,2.78,77.3,7.29,7.29,2.57,7.29,381,0,0.86,1.58,2.68,2.92,2.66,1.9,1.7,64.5,90.2
5,194108,2.26,77.5,6.87,6.87,0.99,6.87,388,0,0.55,0.85,1.42,2.72,2.52,1.95,1.66,64.1,91
5,194109,5.45,72.5,7.98,7.98,5.47,7.98,232,7,1.81,1.64,1.8,3.02,3.04,3.03,2.32,60.9,84
5,194110,3.56,64.9,8.9,8.9,5.23,8.9,73,76,1.72,2.17,2.04,2.88,3.09,3.09,2.56,53,76.7
5,194111,0.24,52.1,8.17,8.17,0.56,8.17,0,387,-0.36,1.42,2.03,2.35,2.94,2.96,2.47,37.7,66.4
5,194112,0.68,46.1,7.54,7.54,0.62,7.54,0,586,0.65,0.05,1.44,2.1,2.93,2.94,2.81,31.8,60.4
5,194201,0.13,43.5,6.59,6.59,-0.52,6.35,0,666,-0.62,0.02,-0.34,1.83,2.67,2.95,2.88,28.2,58.8
