Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,200403,1.7,59.8,1.31,1.31,2.89,1.31,28,189,2.13,1.62,1.73,1.21,0.46,0.22,-0.1,46.6,73
5,200404,2.02,62.9,2.48,2.48,3.92,2.48,49,112,1.93,2.27,2.02,1.44,0.93,0.75,0.18,49.4,76.3
5,200405,0.48,73.9,1.44,1.44,-2.36,0.36,279,0,-0.81,0.88,1.53,1.26,0.86,0.73,0.25,58.5,89.2
5,200406,2.07,79.3,1.7,1.7,1.23,1.12,429,0,0.79,0.04,0.96,1.58,1.33,0.79,0.44,65.1,93.5
5,200407,2.78,80.1,2.17,2.17,1.94,2.17,468,0,0.86,1.09,0.51,1.61,1.27,0.92,0.49,66.9,93.3
5,200408,2.8,77.2,2.64,2.64,2.08,2.64,378,0,0.95,1.13,1.32,1.78,1.61,1.19,0.8,64.7,89.7
5,200409,4.01,72.1,3.43,3.43,3.19,3.43,221,8,1.29,1.36,1.51,1.69,1.99,1.82,1.35,59.9,84.3
5,200410,2.24,65.4,3.62,3.62,1.62,3.62,81,69,0.97,1.39,1.47,1.45,1.97,1.77,1.21,53.4,77.3
5,200411,2.64,50.9,5.01,5.01,5.28,5.01,0,423,2.5,1.96,1.93,2.21,2.33,2.26,1.59,39,62.8
5,200412,0.18,45.3,4.34,4.34,-0.44,4.12,0,611,-0.47,1.8,1.73,2.02,2.05,2.23,1.52,31.4,59.1
5,200501,0.53,50.4,3.87,3.87,-0.09,3.56,0,453,0.46,-0.13,1.64,1.85,1.8,2.24,1.66,37,63.9
5,200502,1.55,49.4,4.41,4.41,2.83,4.41,0,437,1.73,1.41,0.96,2.02,2.21,2.37,1.74,38.4,60.4
5,200503,0.32,54.9,4.39,4.39,1.3,4.39,7,320,0.23,1.35,1.16,1.84,2.15,2.19,1.78,39.5,70.3
5,200504,0.15,63.1,3.77,3.77,-0.52,3.51,51,108,-0.74,-0.38,0.81,1.38,1.79,1.78,1.86,46.4,79.7
5,200505,1.92,72.1,4.08,4.08,2.11,4.08,227,7,1.02,0.55,0.47,0.8,1.78,1.98,2,57.1,87.1
5,200506,0.82,80.6,3.24,3.24,-1.27,2.69,468,0,-0.72,0.19,-0.1,0.52,1.29,1.78,1.88,65.3,95.9
5,200507,2.04,81.4,3.01,3.01,0.31,2.53,508,0,0.26,-0.4,0.17,0.47,1.05,1.55,1.8,67.5,95.3
5,200508,2.89,78,3.42,3.42,2.17,3.42,403,0,1.02,0.79,0.33,0.4,0.69,1.58,1.99,65.3,90.7
5,200509,0.81,77.9,2.14,2.14,-2.79,0.97,387,0,-0.76,0.13,0.08,-0.06,0.3,0.94,1.86,63.3,92.4
5,200510,2.98,64.5,2.97,2.97,3.14,2.97,67,83,1.41,0.47,0.75,0.65,0.76,1.13,1.88,51.6,77.5
5,200511,0,55.3,-0.36,2.3,-1.09,1.79,7,298,-0.97,0.95,0.19,0.22,0.32,0.51,1.9,38.1,72.5
5,200512,0.13,47.5,-0.72,1.66,-1.19,0.63,0,542,-0.65,-1.24,0.66,0.34,0.22,0.49,2.02,31.3,63.7
5,200601,0.03,50.3,-1.31,0.83,-2,-1,0,456,-1.34,-1.41,-1.62,0.22,0.2,0.36,1.89,33.4,67.2
5,200602,0.17,51.5,-1.63,-1.63,-1.35,-1.63,0,378,-0.36,-1.1,-1.32,-0.33,-0.11,0.01,1.83,35.6,67.4
5,200603,0.4,59.6,-1.83,-1.83,-1.11,-1.83,27,194,0.42,-0.11,-0.68,0.15,0.1,0.01,1.63,44,75.2
5,200604,0.19,69.5,-2.29,-2.29,-1.94,-2.29,160,25,-0.55,-0.15,-0.45,-1.48,0.02,0.05,1.31,53,86
5,200605,0.19,76.8,-3.22,-3.22,-3.51,-3.22,366,0,-1.51,-1.74,-1.28,-1.97,-0.75,-0.43,1.24,60.3,93.2
5,200606,0.64,80.9,-3.72,-3.72,-2.49,-3.72,477,0,-1.04,-1.53,-1.61,-1.74,-0.72,-0.5,0.99,66.2,95.5
5,200607,1.54,82,-3.66,-3.66,-0.96,-3.66,527,0,-0.24,-1.01,-1.47,-1.5,-1.91,-0.6,0.75,68.8,95.3
5,200608,4.02,78.5,1.45,-1.83,4.36,-0.06,418,0,1.71,1.12,0.58,-0.1,-0.46,-0.28,0.96,66.9,90.1
5,200609,1.99,71.7,1.3,-1.65,-0.02,0.07,210,9,0.29,1.09,0.81,-0.08,-0.28,0,0.64,59.1,84.3
5,200610,1.44,65.1,1.18,-1.46,0.05,0.23,76,73,0.37,0.3,1,0.14,-0.06,-0.42,0.5,50.9,79.2
5,200611,0.02,56.4,0.48,-1.89,-1.74,-0.83,10,268,-0.92,-0.14,0.02,0.25,-0.12,-0.42,0.03,39.8,72.9
5,200612,0.66,44.9,0.55,-1.58,0.35,-0.41,0,623,0.61,-0.28,-0.01,0.61,-0.09,-0.26,0.03,30.8,59
5,200701,1.79,41,1.59,1.59,3.29,1.59,0,744,1.93,1.72,1,1.2,0.4,0.2,0.24,30.2,51.7
5,200702,0.15,50.5,1.28,1.28,-0.44,0.97,0,406,-0.44,1.29,1.22,0.49,0.62,0.22,0.02,34.9,66
5,200703,1.28,59.3,1.86,1.86,2.15,1.86,25,201,1.71,0.97,1.68,0.95,1.12,0.43,0.17,43.5,75
5,200704,1.27,62.4,2.43,2.43,2.29,2.43,43,121,1.29,1.65,1.25,1.3,1.4,0.73,0.38,46.6,78.3
5,200705,2.54,69.5,3.45,3.45,3.81,3.45,158,18,1.54,1.72,1.94,1.92,1.24,1.26,0.54,56.1,82.9
5,200706,2.22,77.9,3.94,3.94,2.54,3.94,387,0,0.92,1.53,1.76,2.07,1.57,1.58,0.8,63.5,92.3
5,200707,2.62,77.9,4.32,4.32,2.35,4.32,400,0,0.74,1.09,1.67,1.8,1.76,1.7,0.89,65.4,90.4
5,200708,2.2,79.5,4.1,4.1,0.66,4.1,450,0,0.5,0.73,1.02,1.88,1.95,1.37,0.77,67,92.1
5,200709,2.14,75.8,-0.1,3.57,-0.31,3.4,324,0,0.38,0.43,0.58,1.35,1.69,1.45,1.01,63.4,88.3
5,200710,0.37,67.6,-0.89,2.41,-2.39,1.26,119,39,-0.85,-0.19,-0.01,0.83,1.09,1.22,0.57,51.5,83.6
5,200711,0.65,55.3,-0.82,2.14,-0.06,0.95,7,298,0.41,-0.55,-0.13,0.43,1.18,1.37,0.68,39.7,71
5,200712,0.39,47.4,-0.91,1.74,-0.55,0.35,0,546,0.09,0.19,-0.58,0.17,0.93,1.28,0.63,31.8,63.1
5,200801,0.22,45.3,-1.14,1.24,-0.95,-0.44,0,611,-0.27,-0.3,-0.11,-0.12,0.7,0.96,0.67,30.6,60
5,200802,0.01,52.7,-1.68,-1.68,-1.97,-1.68,0,348,-1.26,-1.02,-0.8,-0.51,0.19,0.93,0.68,35.6,69.8
5,200803,0.11,57.3,-2.01,-2.01,-1.52,-2.01,14,253,-0.54,-1.39,-1.21,-1.03,-0.15,0.65,0.61,40.1,74.5
5,200804,0.03,64.7,-2.41,-2.41,-1.81,-2.41,74,83,-2.4,-1.96,-3.09,-0.92,-0.54,0.35,0.59,46.7,82.6
5,200805,0.54,74.2,-2.91,-2.91,-2.25,-2.91,288,0,-0.7,-1.28,-1.49,-1.64,-0.96,-0.16,0.69,58.5,90
5,200806,1.23,83.7,-3.07,-3.07,-1.38,-3.07,561,0,-0.13,-0.6,-0.93,-1.32,-1.31,-0.49,0.81,69,98.4
5,200807,2.86,78.8,0.8,-1.95,2.4,-0.91,428,0,0.92,0.57,0.08,-0.52,-0.47,-0.37,1.03,66.9,90.6
5,200808,2.48,77.6,1.18,-1.29,1.38,0.31,391,0,0.72,1.01,0.78,0.02,-0.23,-0.3,0.76,65.8,89.5
5,200809,3.45,69.8,1.92,1.92,2.58,1.92,162,18,1.06,1.07,1.25,0.6,0.27,0.01,1.02,58.3,81.2
5,200810,0.99,64.1,-0.23,1.49,-0.69,1.1,61,89,-0.05,0.75,0.83,0.68,0.27,0.2,0.92,48.9,79.2
5,200811,0.02,53.6,-0.68,0.86,-1.42,-0.24,0,346,-0.92,-0.56,0.49,0.69,0.25,0.03,0.94,37.1,70.2
5,200812,0.13,47.9,-1.02,-1.02,-1.23,-1.02,0,530,-0.65,-1.2,-0.83,0.69,0.22,-0.04,0.76,31.8,64.1
5,200901,0.01,47.6,-1.48,-1.48,-1.7,-1.48,0,539,-1.7,-1.49,-1.62,0.3,0.23,-0.13,0.46,30.6,64.7
5,200902,0.11,54.2,-1.96,-1.96,-1.9,-1.96,5,308,-0.6,-1.36,-1.48,-0.06,0.33,-0.08,0.48,36.8,71.6
5,200903,0.45,58.7,-2.05,-2.05,-0.87,-2.05,21,216,0.53,-0.13,-0.73,-1.06,0.43,0,0.32,42.9,74.5
5,200904,0.14,64.7,-2.35,-2.35,-1.53,-2.35,74,83,-0.79,-0.15,-0.55,-1.57,0.08,0.06,0.1,48.3,81.2
5,200905,1.3,74.1,-2.25,-2.25,-0.44,-2.25,285,0,0.39,-0.04,0.08,-0.7,-0.06,0.31,-0.08,59,89.2
5,200906,2.46,80.1,-1.37,-1.37,1.95,-0.44,453,0,1.13,0.91,0.56,0.12,-0.33,0.61,-0.05,66.2,94.1
5,200907,2.11,82.3,-1.15,-1.15,0.23,-0.1,536,0,0.32,0.9,0.83,0.37,-0.17,0.39,-0.12,69,95.6
5,200908,1.51,81.1,-1.43,-1.43,-1.19,-0.85,499,0,-0.15,0.01,0.52,0.33,-0.09,0.14,-0.22,67.5,94.6
5,200909,1.13,72.3,-1.78,-1.78,-1.49,-1.73,226,7,-0.39,-0.48,-0.37,-0.05,-0.26,-0.53,-0.38,59.1,85.4
5,200910,1.35,64.1,-1.59,-1.59,0.02,-1.46,61,89,0.29,-0.21,-0.34,0.15,-0.07,-0.42,-0.19,49.8,78.4
5,200911,0.24,54.8,-1.76,-1.76,-1.01,-1.76,6,312,-0.36,-0.03,-0.38,-0.03,-0.04,-0.36,-0.28,38.4,71.1
5,200912,0.86,43.3,0.33,-1.26,0.98,-0.71,0,673,0.92,0.26,0.23,-0.25,0.03,-0.15,-0.26,30.1,56.5
5,201001,1.3,43.4,0.98,0.98,2.07,0.98,0,670,1.48,1.48,0.94,0.05,0.39,0.18,-0.09,28.7,58
5,201002,1.05,46.2,1.54,1.54,1.97,1.54,0,526,1.22,1.62,1.64,0.44,0.55,0.45,0.12,33,59.5
5,201003,0.21,53.9,1.75,1.75,1.11,1.75,5,349,-0.1,0.8,1.27,0.8,0.2,0.37,0.12,37.6,70.2
5,201004,1.25,64,2.35,2.35,2.34,2.35,64,94,1.27,0.88,1.14,1.19,0.44,0.68,0.34,48.8,79.2
5,201005,0.7,73,1.85,1.85,-0.76,1.46,253,0,-0.42,0.44,0.3,1.1,0.42,0.56,0.42,57.1,89
5,201006,1.51,82.9,1.66,1.66,-0.01,1.2,537,0,0.21,-0.23,0.28,0.85,0.71,0.31,0.47,68.1,97.6
5,201007,5.07,78.6,3.92,3.92,7.3,3.92,422,0,2.23,2.16,1.61,1.69,1.66,0.96,0.86,68,89.2
5,201008,2.15,81.4,0.05,3.57,0.14,3.56,508,0,0.46,1.87,1.81,1.45,1.79,1.09,0.81,67.7,95.2
5,201009,1.56,75.6,-0.41,2.79,-1.24,2.24,318,0,-0.02,0.14,1.24,1.12,1.34,1.21,0.51,62.7,88.5
5,201010,0.09,66.7,-1.31,1.56,-2.81,-0.13,103,50,-1.41,-0.81,-0.43,0.54,0.79,0.94,0.35,50.7,82.7
5,201011,0,54.2,-1.68,0.89,-1.53,-1.31,5,329,-0.97,-1.75,-1.17,0.49,0.48,0.89,0.35,36.8,71.6
5,201012,0.02,49.7,-2.08,-2.08,-1.7,-2.08,0,474,-1.16,-1.5,-2.05,0.35,0.39,0.68,0.22,33.2,66.2
5,201101,0.06,45.3,-2.31,-2.31,-1.33,-2.31,0,611,-1.04,-1.75,-1.77,-1.09,0.07,0.37,0.23,29.1,61.4
5,201102,0.04,47,-2.44,-2.44,-1.11,-2.44,0,504,-1,-1.43,-1.8,-1.88,0.09,0.12,0.25,29.3,64.7
5,201103,0,62.9,-3.05,-3.05,-2.6,-3.05,61,126,-1.84,-2.07,-2.05,-2.27,-0.05,0.04,0.15,45,80.8
5,201104,0.01,70.1,-3.57,-3.57,-2.49,-3.57,174,21,-2.4,-3.09,-3.09,-3.09,-1.69,-0.3,0.12,52.4,87.8
5,201105,0.03,73.6,-4.33,-4.33,-3.38,-4.33,271,0,-2.09,-3.09,-3.09,-3.09,-3.09,-0.47,-0.07,56.9,90.3
5,201106,0.18,85.4,-5.23,-5.23,-4.05,-5.23,612,0,-2.19,-2.28,-2.45,-3.09,-3.09,-0.95,-0.52,69.8,100.9
5,201107,0.84,84.3,-5.6,-5.6,-2.72,-5.6,598,0,-1.22,-2.26,-2.53,-3.07,-3.09,-2.73,-0.72,70.8,97.7
5,201108,0.64,85.4,-6.16,-6.16,-3.42,-6.16,632,0,-1.44,-1.98,-2.66,-3.09,-3.09,-3.09,-0.86,71.7,99.2
5,201109,0.77,76.7,-6.42,-6.42,-2.69,-6.42,351,0,-0.82,-1.56,-1.83,-2.67,-2.96,-3.09,-0.94,62.2,91.2
5,201110,0.34,66.4,-6.52,-6.52,-2.28,-6.52,98,54,-0.9,-1.37,-1.84,-3.09,-3.09,-3.09,-1.14,50.5,82.3
5,201111,0.07,54.5,-6.32,-6.32,-1.39,-6.32,5,320,-0.78,-1.26,-1.68,-2.62,-3.09,-3.09,-1.2,38.7,70.4
5,201112,0.65,42.6,-5.49,-5.49,0.53,-5.24,0,694,0.6,-0.22,-0.91,-1.97,-3.02,-3.09,-1.11,31.4,53.7
5,201201,0.63,48.4,-4.93,-4.93,-0.02,-4.64,0,515,0.63,0.63,-0.01,-1.56,-2.69,-2.97,-1.25,32.7,64.1
5,201202,0.31,50.3,-4.61,-4.61,-0.55,-4.46,0,412,0.04,0.25,0.37,-1.1,-2.48,-3.09,-1.43,35.9,64.7
5,201203,0.25,60.2,-4.66,-4.66,-1.58,-4.66,31,180,0.03,-0.13,0.12,-0.7,-1.88,-2.72,-1.43,43.6,76.9
5,201204,0.43,69.9,-4.63,-4.63,-1.35,-4.63,169,22,0.13,0,-0.13,-0.16,-1.58,-2.94,-1.6,53.3,86.6
5,201205,2.53,73.9,-3.31,-3.31,2.51,-2.31,279,0,1.54,1.2,1,0.86,-0.29,-1.67,-1.32,59.4,88.4
5,201206,0.49,83.2,-4.01,-4.01,-3.1,-4.01,546,0,-1.34,0.4,0.27,0.2,-0.29,-1.48,-1.53,68.2,98.1
5,201207,2.04,80.2,-3.48,-3.48,0.33,-3.29,471,0,0.26,-0.69,0.35,0.12,0.09,-0.87,-2.08,67.8,92.6
5,201208,1.49,82.1,-3.57,-3.57,-1.35,-3.57,530,0,-0.17,-0.06,-0.73,0.01,0.14,-0.6,-2.23,68.6,95.6
5,201209,2.44,74.5,-3.1,-3.1,0.32,-2.91,288,0,0.56,0.24,0.18,0.22,0.17,-0.17,-2.22,61.3,87.7
5,201210,0.33,66.3,-3.54,-3.54,-2.29,-3.54,96,56,-0.92,-0.04,-0.21,-0.03,-0.15,-0.15,-2.15,51.5,81.1
5,201211,0.14,58.2,-3.73,-3.73,-1.67,-3.73,16,220,-0.6,-1.18,-0.27,-0.72,-0.21,-0.14,-2.15,42.6,73.8
5,201212,0.1,49.2,-3.83,-3.83,-1.45,-3.83,0,490,-0.77,-1.01,-1.44,-0.5,-0.31,-0.29,-1.71,33.5,64.9
5,201301,1.68,44.6,-2.6,-2.6,2.52,-1.55,0,632,1.84,1.15,0.54,-0.03,0.09,-0.02,-1.48,31.6,57.6
5,201302,0.1,49.6,-2.51,-2.51,-0.53,-1.64,0,431,-0.65,1.15,0.64,-0.02,-0.47,-0.06,-1.55,33.7,65.4
5,201303,0.01,57.7,-2.58,-2.58,-1.01,-2.06,16,242,-1.84,-1.45,0.69,-0.63,-0.28,-0.15,-1.54,40.6,74.8
5,201304,0.28,64.2,-2.63,-2.63,-0.92,-2.38,67,91,-0.24,-0.88,-1.27,-0.18,-0.36,-0.17,-1.53,46.9,81.4
5,201305,0.62,72.4,-2.9,-2.9,-1.64,-2.9,236,6,-0.55,-0.71,-1.05,-0.21,-0.4,-0.76,-1.48,56.6,88.2
5,201306,1.18,82.4,-3.02,-3.02,-1.26,-3.02,522,0,-0.19,-0.58,-0.7,-0.2,-0.85,-0.52,-1.3,68,96.7
5,201307,2.65,79,-2.07,-2.07,1.94,-1.21,434,0,0.76,0.37,-0.03,-0.49,-0.16,-0.29,-0.91,67.4,90.7
5,201308,0.62,81.3,-2.85,-2.85,-3.01,-2.85,505,0,-1.48,-0.24,-0.44,-0.88,-0.49,-0.55,-0.89,68.3,94.4
5,201309,2.35,75,-2.52,-2.52,0.11,-2.42,300,0,0.51,-0.27,0.03,-0.4,-0.18,-0.62,-0.57,62.8,87.1
5,201310,0.58,65.2,-2.81,-2.81,-1.64,-2.81,78,72,-0.53,0.05,-0.57,-0.51,-0.78,-0.54,-0.51,50.5,79.9
5,201311,0.75,51.9,-2.34,-2.34,0.55,-2.05,0,393,0.56,-0.26,0.14,-0.27,-0.57,-0.37,-0.4,38.8,64.9
5,201312,0.92,45.3,-1.78,-1.78,0.94,-1.04,0,611,1.01,0.86,0.09,0,-0.32,-0.13,-0.39,31.8,58.7
5,201401,0,45.7,-1.96,-1.96,-1.09,-1.62,0,598,-2.07,0.18,0.3,-0.43,-0.41,-0.66,-0.52,29.7,61.7
5,201402,0.08,52,-2.3,-2.3,-1.62,-2.3,0,364,-0.75,-1.51,-0.28,-0.07,-0.36,-0.66,-0.56,36.1,67.8
5,201403,0.26,56.5,-2.41,-2.41,-1.05,-2.41,11,275,0.06,-0.59,-1.21,-0.49,-0.32,-0.6,-0.58,40.4,72.5
5,201404,0.47,65.1,-2.4,-2.4,-0.69,-2.4,79,76,0.22,0.07,-0.37,-0.06,-0.58,-0.53,-0.59,49.3,81
5,201405,0.55,72.1,-2.79,-2.79,-1.92,-2.79,227,7,-0.68,-0.54,-0.54,-0.58,-0.3,-0.51,-0.95,56.5,87.6
5,201406,1.32,83,-2.87,-2.87,-1.1,-2.87,540,0,-0.02,-0.52,-0.5,-0.93,-0.63,-0.48,-0.8,68.7,97.3
5,201407,1.55,81.5,-2.87,-2.87,-0.88,-2.87,512,0,-0.23,-0.39,-0.72,-0.82,-0.53,-0.77,-0.85,68.7,94.4
5,201408,1.78,79.9,-2.7,-2.7,-0.39,-2.7,462,0,0.12,-0.2,-0.32,-0.59,-0.63,-0.42,-0.78,67.5,92.3
5,201409,3.77,73.6,0.87,-1.56,2.6,-0.4,263,0,1.19,0.93,0.64,0.22,-0.08,-0.07,-0.5,63.2,84
5,201410,0.78,68.1,0.22,-1.96,-1.68,-1.47,129,33,-0.28,0.79,0.63,0.11,-0.07,0,-0.4,53.4,82.8
5,201411,1.67,50.1,1.19,-0.76,2.98,0.94,0,447,1.66,0.61,1.15,0.65,0.38,0.25,-0.13,35.8,64.4
5,201412,0.38,48.9,0.97,-0.78,-0.28,0.73,0,499,0.07,1.2,0.48,0.69,0.37,0.1,-0.15,35.6,62.1
5,201501,1.6,43.2,1.8,1.8,2.79,1.8,0,676,1.76,1.33,1.84,1.22,0.71,0.51,-0.18,31.3,55.2
5,201502,0.47,50.3,1.73,1.73,0.36,1.73,0,412,0.38,1.4,1.1,1.35,0.91,0.62,-0.1,36.2,64.3
5,201503,1.74,55.5,2.97,2.97,4.26,2.97,8,303,2.16,1.61,2.01,1.51,1.34,0.98,0.19,41.6,69.5
5,201504,0.94,64.2,3.69,3.69,3.05,3.69,67,91,0.93,1.73,1.5,1.9,1.52,1.1,0.31,49.7,78.8
5,201505,2.3,70.8,4.38,4.38,3.21,4.38,191,11,1.35,1.38,1.89,1.83,1.8,1.45,0.67,56.6,84.9
5,201506,1.77,78.7,4.41,4.41,1.44,4.41,411,0,0.49,1.11,1.21,1.93,1.65,1.55,0.78,65.3,92.1
5,201507,2.12,82.3,4.15,4.15,0.6,4.15,536,0,0.33,0.42,1.01,1.52,1.88,1.57,0.67,69.3,95.2
5,201508,0.78,82.8,2.79,2.79,-2.79,1.66,552,0,-1.16,-0.52,-0.3,1,1.22,1.4,0.71,68.8,96.7
5,201509,1.33,78.3,1.83,1.83,-2.01,-0.07,399,0,-0.21,-0.87,-0.63,0.15,0.87,0.89,0.56,65.4,91.2
5,201510,3.42,66.9,2.86,2.86,3.65,2.3,106,47,1.65,0.87,0.33,0.73,1.11,1.49,1.01,54.5,79.2
5,201511,1.36,54.7,3.37,3.37,2.42,3.37,6,315,1.34,1.91,1.11,0.62,1.29,1.44,1.12,40.7,68.6
5,201512,0.65,48.2,3.16,3.16,0.4,3.16,0,521,0.6,1.17,1.91,0.6,1,1.46,1.01,33.2,63.1
